@relation credit-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N8-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute class {approve,deny}

@data
-623.538291,73.179147,69.715045,-4.330127,0.866025,8.660254,-635.662646,-10.392305,approve
-1717.328376,774.52116,66.112379,698.882501,712.738907,9.526279,-1732.050808,685.89212,approve
16.454483,703.351192,95.401358,597.557529,613.145986,11.25833,0,606.217783,approve
-1732.847551,418.220988,66.614674,342.080034,345.544136,2.667358,-1732.050808,342.94606,approve
8.227241,417.995821,61.193355,342.513047,357.235479,4.76314,0,341.214009,approve
-1021.043951,120.083082,49.068999,66.46745,70.364564,16.454483,-1039.230485,53.693575,approve
-8631.6752,71.741544,70.009494,-6.928203,6.928203,23.382686,-8660.254038,-3.464102,approve
9.959292,374.122974,62.353829,314.150715,314.583728,8.227241,-1.732051,292.716586,approve
-393.175533,127.305734,125.573684,-1.732051,-3.464102,27.712813,-427.816549,-27.712813,approve
-649.016758,246.453509,73.248429,171.906043,176.23617,2.234346,-651.251104,159.348674,approve
-460.725515,198.025369,57.729253,135.099963,138.564065,19.052559,-481.510125,135.099963,approve
-1426.058052,741.170521,51.8143,684.012845,698.1637,4.615915,-1434.138069,673.767764,approve
-3581.015045,338.321484,62.925406,274.09704,280.159218,6.062178,-3590.541324,265.003774,approve
-1001.991392,46.332359,42.868257,-5.845671,-1.082532,2.598076,-1008.05357,-5.196152,approve
-3968.925144,82.913272,79.449171,-12.124356,13.856406,13.059663,-3983.716857,-22.51666,approve
-5294.013293,65.817931,62.353829,-6.928203,5.196152,11.25833,-5308.735725,-15.588457,approve
-3782.798964,119.217057,115.752955,-11.25833,7.794229,25.980762,-3808.779726,-25.980762,approve
-6.13146,843.73391,83.363605,763.115605,762.821156,2.528794,-12.124356,737.853644,approve
-2753.960784,121.815133,118.351032,-8.660254,3.464102,17.320508,-2774.745394,-24.248711,approve
16.454483,236.996512,74.183736,153.719509,166.70989,11.25833,0,136.832014,approve
-3776.736786,149.960959,42.573809,100.311723,102.338222,4.330127,-3781.066913,83.138439,approve
6.062178,59.32274,61.054791,-7.794229,7.794229,4.330127,-1.732051,-8.660254,approve
21.650635,55.720074,53.988024,0,-1.732051,19.918584,0,-20.78461,approve
5.265434,174.140388,51.164781,118.576198,127.375016,5.265434,-1.732051,119.511506,approve
-5817.958663,146.652742,144.920691,0,-1.732051,24.248711,-5847.403526,-24.248711,approve
6.928203,365.46272,51.961524,308.019255,318.983137,3.464102,-1.732051,308.305044,approve
-3462.231,544.141082,53.970703,483.172893,483.311457,0.138564,-3465.833666,481.510125,approve
-13059.663089,293.877061,51.389947,242.487113,242.487113,3.464102,-13068.323343,235.55891,approve
-19.052559,81.406388,77.942286,-6.495191,-0.433013,3.464102,-25.980762,-6.928203,approve
-29.947158,732.293761,46.401641,679.544154,683.579832,2.961807,-36.373067,680.695967,approve
3.031089,737.420631,54.992613,682.358736,680.765249,3.031089,0,680.695967,approve
-18260.145639,173.343645,133.506476,15.588457,51.961524,28.578838,-18292.188579,34.641016,approve
-1427.209865,140.001667,88.040143,48.930435,51.528512,17.320508,-1449.726526,50.229473,approve
-672.901739,157.322175,49.935025,100.458947,100.458947,16.454483,-692.820323,103.923048,approve
-19356.464518,820.766916,58.664561,760.301022,760.439587,2.667358,-19360.863927,758.638254,approve
-1095.955148,247.544701,69.143468,162.812776,188.793538,5.629165,-1106.780466,176.669182,approve
0.216506,813.414361,65.168412,742.183771,747.379923,0.216506,-1.732051,748.245949,approve
2.667358,690.430093,44.375142,636.961684,641.291812,6.13146,0,639.126748,approve
3.464102,73.317711,69.853609,-25.980762,22.51666,0,0,0,approve
-3487.484301,160.2147,118.64548,29.444864,53.693575,21.650635,-3514.331089,39.837169,approve
26.994012,109.838002,109.838002,-12.990381,14.722432,23.52991,-1.732051,-3.464102,approve
23.382686,232.389257,57.452125,172.624844,172.053267,18.186533,0,174.937132,approve
-1843.768085,499.696658,45.899346,449.683691,449.250678,2.598076,-1844.63411,448.601159,approve
23.382686,103.057023,64.951905,25.980762,38.105118,23.382686,0,34.641016,approve
-243.06735,340.772336,60.180105,271.213176,277.84693,16.740271,-259.807621,275.396078,approve
-915.821865,155.312996,47.925846,100.095216,102.554728,16.02147,-935.307436,96.994845,approve
-257.781122,156.47347,49.08632,97.064127,103.853766,15.882906,-273.664028,79.674337,approve
-25976.795717,84.801208,81.337106,-25.980762,22.51666,0.502295,-25980.762114,-34.641016,approve
7.50844,181.146534,40.850418,135.965988,139.43009,4.044339,-1.732051,131.635861,approve
-1.732051,217.666825,40.997643,171.187242,170.026768,5.196152,-10.392305,168.008928,approve
-5160.645381,134.372502,130.9084,-11.25833,7.794229,33.774991,-5194.420372,-13.856406,approve
-5628.013311,275.543303,48.644647,217.225152,224.447804,9.812068,-5641.28948,211.310199,approve
-2848.357553,412.661105,97.427858,293.582612,333.41978,14.722432,-2864.812036,297.912739,approve
-851.302972,84.004464,80.540363,-7.794229,2.598076,12.990381,-867.757455,-1.732051,approve
-5298.34342,80.678927,77.214825,-10.392305,5.196152,8.660254,-5307.003674,-12.124356,approve
-2473.299271,572.806523,49.727179,513.553064,522.213318,1.801333,-2475.100604,507.490887,approve
13.206887,67.039027,65.306976,-1.082532,1.082532,8.010735,0,-3.464102,approve
19.918584,56.863228,53.399126,-6.928203,1.732051,18.186533,1.732051,-1.732051,approve
3.819172,765.921527,73.101204,683.943563,699.965033,0.35507,0,692.820323,approve
-1035.835665,959.053853,73.97589,877.283734,884.211937,1.662769,-1040.962535,883.345912,approve
1.01325,180.574957,38.546791,133.220688,142.175391,2.745301,0,128.17176,approve
6.997485,404.503146,63.289137,321.295425,350.740289,6.997485,-1.732051,325.625552,approve
-3.39482,307.075288,52.463819,246.81724,250.281342,8.729536,-12.124356,235.55891,approve
3.74989,721.113373,59.469964,650.965315,661.929197,5.481941,-1.732051,652.983154,approve
-1351.649149,96.639775,96.639775,-23.382686,25.114737,13.206887,-1368.320138,-22.51666,approve
-968.147119,693.894195,47.839243,633.930596,642.59085,5.265434,-969.948452,635.662646,approve
-666.770279,162.154597,56.499497,102.121716,100.528229,17.38979,-687.624171,88.334591,approve
-1168.26827,44.30586,42.573809,-0.433013,0.433013,0.866025,-1174.330448,-1.732051,approve
-514.41909,75.049761,73.317711,-5.629165,2.165064,1.732051,-521.347293,-3.464102,approve
-1032.735294,49.502012,46.03791,-5.629165,0.433013,4.76314,-1037.498434,-10.392305,approve
21.217622,142.028166,53.693575,81.908683,82.636144,17.753521,0,79.674337,approve
-2053.995751,153.208554,63.141912,86.455316,85.017714,3.680608,-2055.944309,84.87049,approve
-11388.23406,83.8659,82.133849,-22.51666,22.51666,20.78461,-11414.214822,-13.856406,approve
0,122.248146,125.712248,0,1.732051,1.732051,-1.732051,0,approve
-269.619689,727.469999,65.826591,651.831341,666.259324,16.168694,-290.984536,651.251104,approve
-2193.642348,326.786026,65.246354,250.281342,264.137748,4.330127,-2201.436576,247.683265,approve
-2084.95616,280.159218,74.045172,191.391614,210.444173,7.361216,-2095.781477,174.937132,approve
13.6399,769.385629,80.029408,675.499815,706.676729,11.907849,-1.732051,663.375459,approve
9.742786,226.820714,50.151531,161.946751,182.73136,9.742786,0,176.669182,approve
-1701.739918,130.9084,127.444298,-34.641016,25.980762,23.382686,-1732.050808,-27.712813,approve
-1263.531064,158.621213,59.894317,87.468566,99.592921,19.918584,-1285.181699,81.406388,approve
2.961807,416.350373,49.155602,354.637403,372.823936,6.425908,-1.732051,363.73067,approve
7.794229,491.330853,89.495065,388.845406,402.701813,7.794229,0,400.103737,approve
10.461587,632.562275,80.038068,543.863954,564.648563,8.729536,-1.732051,538.667801,approve
-15305.266961,118.506916,115.042815,-12.124356,3.464102,18.186533,-15330.381698,-8.660254,approve
18.40304,111.795219,110.063169,-16.740271,11.544119,16.670989,0,-8.660254,approve
-851.735985,187.355936,43.595719,135.099963,140.296115,16.02147,-864.293353,129.903811,approve
23.451968,382.125049,108.461022,262.769428,272.434272,23.451968,0,261.539672,approve
22.51666,172.200491,132.363323,3.464102,69.282032,17.320508,0,25.980762,approve
17.320508,49.502012,46.03791,-5.845671,0.649519,17.320508,0,-3.464102,approve
18.255816,225.807464,49.138281,169.593755,171.620254,18.255816,0,171.47303,approve
12.990381,473.282883,74.911197,392.959027,391.659989,9.526279,0,393.175533,approve
10.392305,326.058565,45.466334,276.695117,274.09704,6.928203,0,275.396078,approve
11.25833,181.137873,40.841758,135.965988,135.965988,9.526279,-1.732051,138.564065,approve
12.921099,337.680625,51.892242,278.063437,288.317177,14.65315,-3.464102,284.056332,approve
4.113621,176.747125,34.718958,133.367912,136.832014,0.649519,0,135.099963,approve
20.78461,232.233372,59.028292,170.321216,170.892793,20.78461,-1.732051,171.47303,approve
-12218.752422,51.389947,51.389947,-2.814583,-2.38157,7.794229,-12228.278701,-13.856406,approve
-2944.486373,987.996422,87.330002,873.170113,921.234523,5.196152,-2953.146627,892.006166,approve
-1477.872352,499.263645,61.054791,432.146676,444.271032,3.031089,-1486.099593,429.5486,approve
-840.477654,916.982339,71.741544,833.549451,850.003934,23.815699,-866.025404,840.044642,approve
-11564.903242,139.291526,137.559475,-19.052559,15.588457,36.373067,-11606.472462,-24.248711,approve
-4328.680756,423.495083,38.979803,375.707801,381.198402,3.178313,-4335.323171,372.390924,approve
3.897114,47.492833,45.760782,-1.732051,-3.464102,0.433013,-1.732051,-1.732051,approve
-16959.375482,191.963191,49.935025,132.649111,137.550815,14.722432,-16974.097914,136.832014,approve
11.474837,85.658573,82.194471,-9.664844,4.468691,8.010735,0,3.464102,approve
-320.212893,986.047864,83.649394,894.604242,901.532445,17.537014,-341.214009,890.274115,approve
15.588457,122.109582,47.631397,63.219854,73.612159,17.320508,1.732051,72.746134,approve
20.931834,336.598094,127.019946,204.815008,207.413084,43.448495,-24.248711,200.917894,approve
10.392305,180.704861,57.729253,102.190998,136.832014,8.660254,0,117.779455,approve
-46274.3354,48.930435,45.466334,-6.425908,1.229756,12.990381,-46290.789883,-8.660254,approve
-514.41909,245.085189,35.507042,201.783919,206.980072,3.464102,-519.615242,204.381995,approve
-31218.414474,372.754654,57.521407,309.967813,315.302529,5.265434,-31221.947857,310.037095,approve
-3445.915082,245.085189,94.396769,129.903811,174.937132,16.454483,-3465.833666,147.224319,approve
-165.913147,174.729285,34.43317,139.793821,137.334309,0.363731,-171.47303,119.511506,approve
-743.482809,192.690652,62.786842,118.212468,131.202849,22.083648,-769.030559,122.975607,approve
20.78461,268.173427,56.863228,207.343802,206.616341,19.052559,-1.732051,199.185843,approve
-2037.757775,108.686188,106.954137,-34.641016,31.176915,35.507042,-2078.460969,-17.320508,approve
13.856406,896.197729,80.401798,807.135676,819.260032,8.660254,0,803.671575,approve
-5173.635762,49.935025,49.935025,0,1.732051,19.052559,-5197.884474,-20.78461,approve
22.733167,232.605763,59.400682,174.140388,172.269773,19.269065,-1.732051,171.47303,approve
-3478.607541,660.993889,2.814583,656.014243,655.148218,1.082532,-3484.886225,658.179307,deny
-1.299038,603.481142,49.224884,554.109034,554.403483,17.753521,-22.51666,554.256258,deny
20.862552,291.062478,53.771517,230.362757,235.55891,19.130501,0,233.826859,deny
1.732051,285.788383,36.373067,246.81724,246.81724,-1.732051,-1.732051,251.147367,deny
-1713.794992,400.606031,54.19587,342.876778,344.747393,16.523765,-1733.782858,344.678111,deny
1.299038,274.09704,42.002232,226.612867,228.916495,3.031089,0,228.630707,deny
7.50844,566.527838,62.501053,497.531594,513.986077,2.312288,-1.732051,505.758836,deny
1.732051,90.361091,86.896989,-3.464102,-1.732051,-1.732051,-1.732051,0,deny
-202.069707,87.477226,87.477226,-2.312288,-1.151814,2.312288,-209.578148,-1.732051,deny
-37.239092,318.558785,51.82296,268.467875,268.467875,18.186533,-58.889727,265.003774,deny
6.209402,341.794246,88.914828,247.683265,245.951215,-0.718801,-1.732051,251.147367,deny
-1252.12551,272.217765,26.26655,240.68578,240.824344,0.147224,-1250.540683,244.219164,deny
2.095781,207.049354,33.844273,173.205081,171.47303,2.095781,-3.464102,176.669182,deny
12.124356,538.667801,67.549981,467.220705,471.550832,8.660254,-1.732051,471.11782,deny
6.13146,559.816142,106.01883,448.384653,445.353564,2.667358,0,450.33321,approve
-63.800091,379.604915,33.194754,346.046431,341.57774,0.285788,-71.014083,348.142212,approve
0,63.358419,66.82252,0,0,1.732051,-1.732051,1.732051,approve
6.062178,547.033607,60.32733,481.077112,483.675188,4.330127,0,483.242175,deny
11.691343,285.493935,39.54272,238.953729,240.824344,11.691343,-1.732051,242.487113,deny
15.804964,360.916087,82.055907,275.179572,275.612585,17.537014,-3.464102,278.86018,deny
7.794229,646.3494,60.916227,586.732211,592.794389,6.062178,-3.464102,587.165224,deny
11.622061,251.649662,43.803565,205.178739,205.317303,8.157959,-1.732051,209.578148,deny
-825.469434,181.146534,44.31452,138.06177,139.066359,9.379055,-840.044642,136.832014,deny
19.052559,637.689146,47.05982,590.343537,589.183063,17.320508,-1.732051,590.629325,deny
25.114737,65.956495,62.492393,-3.464102,-3.464102,21.650635,-1.732051,1.732051,deny
4.910364,377.7343,27.860037,342.798836,344.825335,1.446262,0,346.410162,deny
-351.82282,521.425235,34.718958,486.273264,485.407239,1.515544,-353.338365,486.706277,deny
-0.718801,456.404048,42.443905,417.207738,415.9087,2.745301,-5.196152,415.692194,deny
9.456997,178.6264,38.330284,136.399001,137.265026,7.724947,0,140.296115,deny
-164.111814,221.269491,32.475953,184.896424,184.030398,2.165064,-171.47303,185.329436,deny
-9592.746891,63.869374,62.137323,-1.948557,-3.247595,21.867141,-9616.346084,-3.464102,deny
19.052559,255.616058,49.502012,211.02441,206.399834,17.320508,-3.464102,204.381995,deny
-174.071106,350.740289,2.598076,342.94606,342.94606,0.866025,-183.597386,339.481958,deny
-4852.201773,642.729414,53.832139,588.39498,585.935468,1.004589,-4856.670464,585.433173,deny
-2.745301,379.743479,29.869216,344.392322,344.963899,0.718801,-1.732051,346.410162,deny
4.76314,316.099272,38.971143,277.128129,275.396078,3.031089,-1.732051,277.128129,deny
4.76314,597.124516,41.136207,549.926131,553.390233,1.299038,-1.732051,552.524208,deny
17.320508,258.508583,50.662486,206.114046,207.846097,17.320508,-3.464102,202.649944,deny
-766.3632,517.813909,46.69609,470.832031,467.939506,0.935307,-770.762609,467.653718,deny
4.182903,448.886948,67.83577,380.834671,377.803582,4.182903,-3.464102,375.855025,deny
-212.462012,307.291794,28.431614,273.664028,273.664028,-1.151814,-219.970453,273.664028,deny
3.680608,408.841933,60.699721,337.680625,348.211494,3.680608,-8.660254,339.481958,deny
10.392305,258.370019,135.394412,110.851252,122.975607,13.856406,-12.124356,119.511506,deny
6.062178,1311.889923,63.08129,1240.581391,1246.643569,6.062178,-1.732051,1241.880429,deny
-29.877876,175.075696,34.77958,133.948149,136.251777,6.495191,-38.105118,136.832014,deny
-276.911623,372.901879,59.400682,304.260705,314.081433,21.001116,-299.64479,306.572993,deny
-8.660254,104.927638,103.195587,-14.722432,7.794229,1.732051,-19.052559,-3.464102,deny
2.017839,518.601993,33.627766,482.809163,483.675188,-1.446262,-1.732051,486.706277,deny
3.464102,529.002958,42.296681,482.37615,484.108201,1.732051,0,484.974226,deny
8.443748,243.864093,34.285946,205.966822,204.52922,4.979646,-1.732051,207.846097,deny
27.132576,553.243009,68.268783,484.108201,485.840252,23.668474,-3.464102,484.974226,deny
47.345609,130.051035,124.854882,-3.464102,-3.464102,43.881507,0,0,deny
-33.341978,324.326514,45.466334,265.869799,279.726205,3.031089,-45.033321,277.128129,deny
23.018955,190.300422,50.004307,134.381162,134.086713,16.090752,-1.732051,138.564065,deny
